date,unrate,claimrate,claimrate_1wdelay,labforce,initclaims_1wdelay,contclaims_1wdelay,initclaims,contclaims,totclaims,totclaims_1wdelay,unrate_1,unrate_2,unrate_3,unrate_4,unrate_5,unrate_6,unrate_7,unrate_8,unrate_9,unrate_10,unrate_11,unrate_12,claimrate_1,claimrate_2,claimrate_3,claimrate_4,claimrate_5,claimrate_6,claimrate_7,claimrate_8,claimrate_9,claimrate_10,claimrate_11,claimrate_12,claimrate_1wdelay_1,claimrate_1wdelay_2,claimrate_1wdelay_3,claimrate_1wdelay_4,claimrate_1wdelay_5,claimrate_1wdelay_6,claimrate_1wdelay_7,claimrate_1wdelay_8,claimrate_1wdelay_9,claimrate_1wdelay_10,claimrate_1wdelay_11,claimrate_1wdelay_12
01may1981,7.5,3.0103283,3.008492,109222,415000,2862000,414000,2865000,3279000,3277000,7.1999998,7.4000001,7.4000001,7.5,7.1999998,7.5,7.5,7.5,7.6999998,7.8000002,7.5999999,7.5,2.9957716,3.0607343,3.2084868,3.2081378,3.2890823,3.432801,3.6433921,3.9129827,4.0481901,4.0915904,4.087759,3.9271607,3.0667048,3.0357902,3.2038584,3.1522467,3.2240071,3.4458358,3.6835423,3.8868401,3.9810002,4.1571455,4.1681862,4.0575657
01jun1981,7.5,3.0140448,3.0405962,108396,435000,2886000,425000,2867000,3292000,3321000,7.5,7.1999998,7.4000001,7.4000001,7.5,7.1999998,7.5,7.5,7.5,7.6999998,7.8000002,7.5999999,3.0103283,2.9957716,3.0607343,3.2084868,3.2081378,3.2890823,3.432801,3.6433921,3.9129827,4.0481901,4.0915904,4.087759,3.008492,3.0667048,3.0357902,3.2038584,3.1522467,3.2240071,3.4458358,3.6835423,3.8868401,3.9810002,4.1571455,4.1681862
01jul1981,7.1999998,3.0739141,3.0499279,108556,407000,2899000,430000,2902000,3332000,3306000,7.5,7.5,7.1999998,7.4000001,7.4000001,7.5,7.1999998,7.5,7.5,7.5,7.6999998,7.8000002,3.0140448,3.0103283,2.9957716,3.0607343,3.2084868,3.2081378,3.2890823,3.432801,3.6433921,3.9129827,4.0481901,4.0915904,3.0405962,3.008492,3.0667048,3.0357902,3.2038584,3.1522467,3.2240071,3.4458358,3.6835423,3.8868401,3.9810002,4.1571455
01aug1981,7.4000001,3.1393936,3.1237333,108725,434000,2957000,442000,2966000,3408000,3391000,7.1999998,7.5,7.5,7.1999998,7.4000001,7.4000001,7.5,7.1999998,7.5,7.5,7.5,7.6999998,3.0739141,3.0140448,3.0103283,2.9957716,3.0607343,3.2084868,3.2081378,3.2890823,3.432801,3.6433921,3.9129827,4.0481901,3.0499279,3.0405962,3.008492,3.0667048,3.0357902,3.2038584,3.1522467,3.2240071,3.4458358,3.6835423,3.8868401,3.9810002
01sep1981,7.5999999,3.2237296,3.2090135,108294,475000,3014000,454000,3051000,3505000,3489000,7.4000001,7.1999998,7.5,7.5,7.1999998,7.4000001,7.4000001,7.5,7.1999998,7.5,7.5,7.5,3.1393936,3.0739141,3.0140448,3.0103283,2.9957716,3.0607343,3.2084868,3.2081378,3.2890823,3.432801,3.6433921,3.9129827,3.1237333,3.0499279,3.0405962,3.008492,3.0667048,3.0357902,3.2038584,3.1522467,3.2240071,3.4458358,3.6835423,3.8868401
01oct1981,7.9000001,3.3159733,3.3833823,109024,483000,3181000,487000,3104000,3591000,3664000,7.5999999,7.4000001,7.1999998,7.5,7.5,7.1999998,7.4000001,7.4000001,7.5,7.1999998,7.5,7.5,3.2237296,3.1393936,3.0739141,3.0140448,3.0103283,2.9957716,3.0607343,3.2084868,3.2081378,3.2890823,3.432801,3.6433921,3.2090135,3.1237333,3.0499279,3.0405962,3.008492,3.0667048,3.0357902,3.2038584,3.1522467,3.2240071,3.4458358,3.6835423
01nov1981,8.3000002,3.4928088,3.5588493,109236,464000,3416000,517000,3291000,3808000,3880000,7.9000001,7.5999999,7.4000001,7.1999998,7.5,7.5,7.1999998,7.4000001,7.4000001,7.5,7.1999998,7.5,3.3159733,3.2237296,3.1393936,3.0739141,3.0140448,3.0103283,2.9957716,3.0607343,3.2084868,3.2081378,3.2890823,3.432801,3.3833823,3.2090135,3.1237333,3.0499279,3.0405962,3.008492,3.0667048,3.0357902,3.2038584,3.1522467,3.2240071,3.4458358
01dec1981,8.5,3.6141932,3.7441869,108912,539000,3551000,551000,3397000,3948000,4090000,8.3000002,7.9000001,7.5999999,7.4000001,7.1999998,7.5,7.5,7.1999998,7.4000001,7.4000001,7.5,7.1999998,3.4928088,3.3159733,3.2237296,3.1393936,3.0739141,3.0140448,3.0103283,2.9957716,3.0607343,3.2084868,3.2081378,3.2890823,3.5588493,3.3833823,3.2090135,3.1237333,3.0499279,3.0405962,3.008492,3.0667048,3.0357902,3.2038584,3.1522467,3.2240071
01jan1982,8.6000004,3.7764435,3.8251066,109089,564000,3602000,489000,3624000,4113000,4166000,8.5,8.3000002,7.9000001,7.5999999,7.4000001,7.1999998,7.5,7.5,7.1999998,7.4000001,7.4000001,7.5,3.6141932,3.4928088,3.3159733,3.2237296,3.1393936,3.0739141,3.0140448,3.0103283,2.9957716,3.0607343,3.2084868,3.2081378,3.7441869,3.5588493,3.3833823,3.2090135,3.1237333,3.0499279,3.0405962,3.008492,3.0667048,3.0357902,3.2038584,3.1522467
01feb1982,8.8999996,3.6639807,3.7638991,109467,544000,3562000,507000,3490000,3997000,4106000,8.6000004,8.5,8.3000002,7.9000001,7.5999999,7.4000001,7.1999998,7.5,7.5,7.1999998,7.4000001,7.4000001,3.7764435,3.6141932,3.4928088,3.3159733,3.2237296,3.1393936,3.0739141,3.0140448,3.0103283,2.9957716,3.0607343,3.2084868,3.8251066,3.7441869,3.5588493,3.3833823,3.2090135,3.1237333,3.0499279,3.0405962,3.008492,3.0667048,3.0357902,3.2038584
01mar1982,9,3.7856157,3.874227,109567,557000,3684000,539000,3605000,4144000,4241000,8.8999996,8.6000004,8.5,8.3000002,7.9000001,7.5999999,7.4000001,7.1999998,7.5,7.5,7.1999998,7.4000001,3.6639807,3.7764435,3.6141932,3.4928088,3.3159733,3.2237296,3.1393936,3.0739141,3.0140448,3.0103283,2.9957716,3.0607343,3.7638991,3.8251066,3.7441869,3.5588493,3.3833823,3.2090135,3.1237333,3.0499279,3.0405962,3.008492,3.0667048,3.0357902
01apr1982,9.3000002,4.1654878,4.1235042,109820,588000,3930000,597000,3967000,4564000,4518000,9,8.8999996,8.6000004,8.5,8.3000002,7.9000001,7.5999999,7.4000001,7.1999998,7.5,7.5,7.1999998,3.7856157,3.6639807,3.7764435,3.6141932,3.4928088,3.3159733,3.2237296,3.1393936,3.0739141,3.0140448,3.0103283,2.9957716,3.874227,3.7638991,3.8251066,3.7441869,3.5588493,3.3833823,3.2090135,3.1237333,3.0499279,3.0405962,3.008492,3.0667048
01may1982,9.3999996,4.145875,4.2697139,110451,586000,4103000,585000,3968000,4553000,4689000,9.3000002,9,8.8999996,8.6000004,8.5,8.3000002,7.9000001,7.5999999,7.4000001,7.1999998,7.5,7.5,4.1654878,3.7856157,3.6639807,3.7764435,3.6141932,3.4928088,3.3159733,3.2237296,3.1393936,3.0739141,3.0140448,3.0103283,4.1235042,3.874227,3.7638991,3.8251066,3.7441869,3.5588493,3.3833823,3.2090135,3.1237333,3.0499279,3.0405962,3.008492
01jun1982,9.6000004,4.2869687,4.2516589,110081,591000,4105000,614000,4121000,4735000,4696000,9.3999996,9.3000002,9,8.8999996,8.6000004,8.5,8.3000002,7.9000001,7.5999999,7.4000001,7.1999998,7.5,4.145875,4.1654878,3.7856157,3.6639807,3.7764435,3.6141932,3.4928088,3.3159733,3.2237296,3.1393936,3.0739141,3.0140448,4.2697139,4.1235042,3.874227,3.7638991,3.8251066,3.7441869,3.5588493,3.3833823,3.2090135,3.1237333,3.0499279,3.0405962
01jul1982,9.8000002,4.2832098,4.2614074,110342,536000,4155000,567000,4148000,4715000,4691000,9.6000004,9.3999996,9.3000002,9,8.8999996,8.6000004,8.5,8.3000002,7.9000001,7.5999999,7.4000001,7.1999998,4.2869687,4.145875,4.1654878,3.7856157,3.6639807,3.7764435,3.6141932,3.4928088,3.3159733,3.2237296,3.1393936,3.0739141,4.2516589,4.2697139,4.1235042,3.874227,3.7638991,3.8251066,3.7441869,3.5588493,3.3833823,3.2090135,3.1237333,3.0499279
01aug1982,9.8000002,4.4144568,4.4661145,110514,628000,4300000,637000,4234000,4871000,4928000,9.8000002,9.6000004,9.3999996,9.3000002,9,8.8999996,8.6000004,8.5,8.3000002,7.9000001,7.5999999,7.4000001,4.2832098,4.2869687,4.145875,4.1654878,3.7856157,3.6639807,3.7764435,3.6141932,3.4928088,3.3159733,3.2237296,3.1393936,4.2614074,4.2516589,4.2697139,4.1235042,3.874227,3.7638991,3.8251066,3.7441869,3.5588493,3.3833823,3.2090135,3.1237333
01sep1982,10.1,4.6582332,4.7170496,110721,671000,4542000,680000,4468000,5148000,5213000,9.8000002,9.8000002,9.6000004,9.3999996,9.3000002,9,8.8999996,8.6000004,8.5,8.3000002,7.9000001,7.5999999,4.4144568,4.2832098,4.2869687,4.145875,4.1654878,3.7856157,3.6639807,3.7764435,3.6141932,3.4928088,3.3159733,3.2237296,4.4661145,4.2614074,4.2516589,4.2697139,4.1235042,3.874227,3.7638991,3.8251066,3.7441869,3.5588493,3.3833823,3.2090135
01oct1982,10.4,4.7461638,4.7949352,110744,623000,4686000,656000,4599000,5255000,5309000,10.1,9.8000002,9.8000002,9.6000004,9.3999996,9.3000002,9,8.8999996,8.6000004,8.5,8.3000002,7.9000001,4.6582332,4.4144568,4.2832098,4.2869687,4.145875,4.1654878,3.7856157,3.6639807,3.7764435,3.6141932,3.4928088,3.3159733,4.7170496,4.4661145,4.2614074,4.2516589,4.2697139,4.1235042,3.874227,3.7638991,3.8251066,3.7441869,3.5588493,3.3833823
01nov1982,10.8,4.6530738,4.7605286,111050,577000,4695000,599000,4554000,5153000,5272000,10.4,10.1,9.8000002,9.8000002,9.6000004,9.3999996,9.3000002,9,8.8999996,8.6000004,8.5,8.3000002,4.7461638,4.6582332,4.4144568,4.2832098,4.2869687,4.145875,4.1654878,3.7856157,3.6639807,3.7764435,3.6141932,3.4928088,4.7949352,4.7170496,4.4661145,4.2614074,4.2516589,4.2697139,4.1235042,3.874227,3.7638991,3.8251066,3.7441869,3.5588493
01dec1982,10.8,4.4007206,4.3854117,111083,489000,4381000,516000,4371000,4887000,4870000,10.8,10.4,10.1,9.8000002,9.8000002,9.6000004,9.3999996,9.3000002,9,8.8999996,8.6000004,8.5,4.6530738,4.7461638,4.6582332,4.4144568,4.2832098,4.2869687,4.145875,4.1654878,3.7856157,3.6639807,3.7764435,3.6141932,4.7605286,4.7949352,4.7170496,4.4661145,4.2614074,4.2516589,4.2697139,4.1235042,3.874227,3.7638991,3.8251066,3.7441869
01jan1983,10.4,3.9871087,3.9060884,110695,479000,3860000,479000,3950000,4429000,4339000,10.8,10.8,10.4,10.1,9.8000002,9.8000002,9.6000004,9.3999996,9.3000002,9,8.8999996,8.6000004,4.4007206,4.6530738,4.7461638,4.6582332,4.4144568,4.2832098,4.2869687,4.145875,4.1654878,3.7856157,3.6639807,3.7764435,4.3854117,4.7605286,4.7949352,4.7170496,4.4661145,4.2614074,4.2516589,4.2697139,4.1235042,3.874227,3.7638991,3.8251066
01feb1983,10.4,3.9306202,3.8899679,110634,487000,3819000,486000,3865000,4351000,4306000,10.4,10.8,10.8,10.4,10.1,9.8000002,9.8000002,9.6000004,9.3999996,9.3000002,9,8.8999996,3.9871087,4.4007206,4.6530738,4.7461638,4.6582332,4.4144568,4.2832098,4.2869687,4.145875,4.1654878,3.7856157,3.6639807,3.9060884,4.3854117,4.7605286,4.7949352,4.7170496,4.4661145,4.2614074,4.2516589,4.2697139,4.1235042,3.874227,3.7638991
01mar1983,10.3,3.8523419,3.8161867,110587,470000,3752000,475000,3787000,4262000,4222000,10.4,10.4,10.8,10.8,10.4,10.1,9.8000002,9.8000002,9.6000004,9.3999996,9.3000002,9,3.9306202,3.9871087,4.4007206,4.6530738,4.7461638,4.6582332,4.4144568,4.2832098,4.2869687,4.145875,4.1654878,3.7856157,3.8899679,3.9060884,4.3854117,4.7605286,4.7949352,4.7170496,4.4661145,4.2614074,4.2516589,4.2697139,4.1235042,3.874227
01apr1983,10.2,3.8512664,3.843128,110828,488000,3762000,515000,3744000,4259000,4250000,10.3,10.4,10.4,10.8,10.8,10.4,10.1,9.8000002,9.8000002,9.6000004,9.3999996,9.3000002,3.8523419,3.9306202,3.9871087,4.4007206,4.6530738,4.7461638,4.6582332,4.4144568,4.2832098,4.2869687,4.145875,4.1654878,3.8161867,3.8899679,3.9060884,4.3854117,4.7605286,4.7949352,4.7170496,4.4661145,4.2614074,4.2516589,4.2697139,4.1235042
01may1983,10.1,3.6895008,3.7544663,110796,460000,3701000,464000,3625000,4089000,4161000,10.2,10.3,10.4,10.4,10.8,10.8,10.4,10.1,9.8000002,9.8000002,9.6000004,9.3999996,3.8512664,3.8523419,3.9306202,3.9871087,4.4007206,4.6530738,4.7461638,4.6582332,4.4144568,4.2832098,4.2869687,4.145875,3.843128,3.8161867,3.8899679,3.9060884,4.3854117,4.7605286,4.7949352,4.7170496,4.4661145,4.2614074,4.2516589,4.2697139
01jun1983,10.1,3.5073469,3.4396548,111879,442000,3369000,434000,3452000,3886000,3811000,10.1,10.2,10.3,10.4,10.4,10.8,10.8,10.4,10.1,9.8000002,9.8000002,9.6000004,3.6895008,3.8512664,3.8523419,3.9306202,3.9871087,4.4007206,4.6530738,4.7461638,4.6582332,4.4144568,4.2832098,4.2869687,3.7544663,3.843128,3.8161867,3.8899679,3.9060884,4.3854117,4.7605286,4.7949352,4.7170496,4.4661145,4.2614074,4.2516589
01jul1983,9.3999996,3.228488,3.1730709,111756,395000,3155000,396000,3216000,3612000,3550000,10.1,10.1,10.2,10.3,10.4,10.4,10.8,10.8,10.4,10.1,9.8000002,9.8000002,3.5073469,3.6895008,3.8512664,3.8523419,3.9306202,3.9871087,4.4007206,4.6530738,4.7461638,4.6582332,4.4144568,4.2832098,3.4396548,3.7544663,3.843128,3.8161867,3.8899679,3.9060884,4.3854117,4.7605286,4.7949352,4.7170496,4.4661145,4.2614074
01aug1983,9.5,3.1890905,3.1998281,112231,445000,3131000,457000,3107000,3564000,3576000,9.3999996,10.1,10.1,10.2,10.3,10.4,10.4,10.8,10.8,10.4,10.1,9.8000002,3.228488,3.5073469,3.6895008,3.8512664,3.8523419,3.9306202,3.9871087,4.4007206,4.6530738,4.7461638,4.6582332,4.4144568,3.1730709,3.4396548,3.7544663,3.843128,3.8161867,3.8899679,3.9060884,4.3854117,4.7605286,4.7949352,4.7170496,4.4661145
01sep1983,9.1999998,3.027684,3.0196648,112298,416000,2973000,405000,2993000,3398000,3389000,9.5,9.3999996,10.1,10.1,10.2,10.3,10.4,10.4,10.8,10.8,10.4,10.1,3.1890905,3.228488,3.5073469,3.6895008,3.8512664,3.8523419,3.9306202,3.9871087,4.4007206,4.6530738,4.7461638,4.6582332,3.1998281,3.1730709,3.4396548,3.7544663,3.843128,3.8161867,3.8899679,3.9060884,4.3854117,4.7605286,4.7949352,4.7170496
01oct1983,8.8000002,2.9448433,2.9208,111926,394000,2886000,394000,2913000,3307000,3280000,9.1999998,9.5,9.3999996,10.1,10.1,10.2,10.3,10.4,10.4,10.8,10.8,10.4,3.027684,3.1890905,3.228488,3.5073469,3.6895008,3.8512664,3.8523419,3.9306202,3.9871087,4.4007206,4.6530738,4.7461638,3.0196648,3.1998281,3.1730709,3.4396548,3.7544663,3.843128,3.8161867,3.8899679,3.9060884,4.3854117,4.7605286,4.7949352
01nov1983,8.5,2.8402696,2.9179995,112228,387000,2879000,390000,2789000,3179000,3266000,8.8000002,9.1999998,9.5,9.3999996,10.1,10.1,10.2,10.3,10.4,10.4,10.8,10.8,2.9448433,3.027684,3.1890905,3.228488,3.5073469,3.6895008,3.8512664,3.8523419,3.9306202,3.9871087,4.4007206,4.6530738,2.9208,3.0196648,3.1998281,3.1730709,3.4396548,3.7544663,3.843128,3.8161867,3.8899679,3.9060884,4.3854117,4.7605286
01dec1983,8.3000002,2.8139145,2.7577789,112327,377000,2718000,362000,2796000,3158000,3095000,8.5,8.8000002,9.1999998,9.5,9.3999996,10.1,10.1,10.2,10.3,10.4,10.4,10.8,2.8402696,2.9448433,3.027684,3.1890905,3.228488,3.5073469,3.6895008,3.8512664,3.8523419,3.9306202,3.9871087,4.4007206,2.9179995,2.9208,3.0196648,3.1998281,3.1730709,3.4396548,3.7544663,3.843128,3.8161867,3.8899679,3.9060884,4.3854117
01jan1984,8,2.5577109,2.5496986,112209,333000,2531000,351000,2522000,2873000,2864000,8.3000002,8.5,8.8000002,9.1999998,9.5,9.3999996,10.1,10.1,10.2,10.3,10.4,10.4,2.8139145,2.8402696,2.9448433,3.027684,3.1890905,3.228488,3.5073469,3.6895008,3.8512664,3.8523419,3.9306202,3.9871087,2.7577789,2.9179995,2.9208,3.0196648,3.1998281,3.1730709,3.4396548,3.7544663,3.843128,3.8161867,3.8899679,3.9060884
01feb1984,7.8000002,2.4588046,2.506038,112615,343000,2469000,334000,2425000,2759000,2812000,8,8.3000002,8.5,8.8000002,9.1999998,9.5,9.3999996,10.1,10.1,10.2,10.3,10.4,2.5577109,2.8139145,2.8402696,2.9448433,3.027684,3.1890905,3.228488,3.5073469,3.6895008,3.8512664,3.8523419,3.9306202,2.5496986,2.7577789,2.9179995,2.9208,3.0196648,3.1998281,3.1730709,3.4396548,3.7544663,3.843128,3.8161867,3.8899679
01mar1984,7.8000002,2.4641478,2.4490521,112713,346000,2412000,349000,2426000,2775000,2758000,7.8000002,8,8.3000002,8.5,8.8000002,9.1999998,9.5,9.3999996,10.1,10.1,10.2,10.3,2.4588046,2.5577109,2.8139145,2.8402696,2.9448433,3.027684,3.1890905,3.228488,3.5073469,3.6895008,3.8512664,3.8523419,2.506038,2.5496986,2.7577789,2.9179995,2.9208,3.0196648,3.1998281,3.1730709,3.4396548,3.7544663,3.843128,3.8161867
01apr1984,7.6999998,2.4424868,2.4815238,113098,364000,2433000,357000,2396000,2753000,2797000,7.8000002,7.8000002,8,8.3000002,8.5,8.8000002,9.1999998,9.5,9.3999996,10.1,10.1,10.2,2.4641478,2.4588046,2.5577109,2.8139145,2.8402696,2.9448433,3.027684,3.1890905,3.228488,3.5073469,3.6895008,3.8512664,2.4490521,2.506038,2.5496986,2.7577789,2.9179995,2.9208,3.0196648,3.1998281,3.1730709,3.4396548,3.7544663,3.843128
01may1984,7.4000001,2.4350562,2.4359405,113649,354000,2401000,368000,2386000,2754000,2755000,7.6999998,7.8000002,7.8000002,8,8.3000002,8.5,8.8000002,9.1999998,9.5,9.3999996,10.1,10.1,2.4424868,2.4641478,2.4588046,2.5577109,2.8139145,2.8402696,2.9448433,3.027684,3.1890905,3.228488,3.5073469,3.6895008,2.4815238,2.4490521,2.506038,2.5496986,2.7577789,2.9179995,2.9208,3.0196648,3.1998281,3.1730709,3.4396548,3.7544663
01jun1984,7.1999998,2.3977334,2.3766158,113817,362000,2339000,361000,2364000,2725000,2701000,7.4000001,7.6999998,7.8000002,7.8000002,8,8.3000002,8.5,8.8000002,9.1999998,9.5,9.3999996,10.1,2.4350562,2.4424868,2.4641478,2.4588046,2.5577109,2.8139145,2.8402696,2.9448433,3.027684,3.1890905,3.228488,3.5073469,2.4359405,2.4815238,2.4490521,2.506038,2.5496986,2.7577789,2.9179995,2.9208,3.0196648,3.1998281,3.1730709,3.4396548
01jul1984,7.5,2.3994658,2.3669574,113972,357000,2337000,360000,2371000,2731000,2694000,7.1999998,7.4000001,7.6999998,7.8000002,7.8000002,8,8.3000002,8.5,8.8000002,9.1999998,9.5,9.3999996,2.3977334,2.4350562,2.4424868,2.4641478,2.4588046,2.5577109,2.8139145,2.8402696,2.9448433,3.027684,3.1890905,3.228488,2.3766158,2.4359405,2.4815238,2.4490521,2.506038,2.5496986,2.7577789,2.9179995,2.9208,3.0196648,3.1998281,3.1730709
01aug1984,7.5,2.4716597,2.4567437,113682,395000,2405000,401000,2416000,2817000,2800000,7.5,7.1999998,7.4000001,7.6999998,7.8000002,7.8000002,8,8.3000002,8.5,8.8000002,9.1999998,9.5,2.3994658,2.3977334,2.4350562,2.4424868,2.4641478,2.4588046,2.5577109,2.8139145,2.8402696,2.9448433,3.027684,3.1890905,2.3669574,2.3766158,2.4359405,2.4815238,2.4490521,2.506038,2.5496986,2.7577789,2.9179995,2.9208,3.0196648,3.1998281
01sep1984,7.3000002,2.4867613,2.4770851,113857,395000,2421000,393000,2434000,2827000,2816000,7.5,7.5,7.1999998,7.4000001,7.6999998,7.8000002,7.8000002,8,8.3000002,8.5,8.8000002,9.1999998,2.4716597,2.3994658,2.3977334,2.4350562,2.4424868,2.4641478,2.4588046,2.5577109,2.8139145,2.8402696,2.9448433,3.027684,2.4567437,2.3669574,2.3766158,2.4359405,2.4815238,2.4490521,2.506038,2.5496986,2.7577789,2.9179995,2.9208,3.0196648
01oct1984,7.4000001,2.5892129,2.6067786,114019,439000,2529000,410000,2538000,2948000,2968000,7.3000002,7.5,7.5,7.1999998,7.4000001,7.6999998,7.8000002,7.8000002,8,8.3000002,8.5,8.8000002,2.4867613,2.4716597,2.3994658,2.3977334,2.4350562,2.4424868,2.4641478,2.4588046,2.5577109,2.8139145,2.8402696,2.9448433,2.4770851,2.4567437,2.3669574,2.3766158,2.4359405,2.4815238,2.4490521,2.506038,2.5496986,2.7577789,2.9179995,2.9208
01nov1984,7.1999998,2.6556978,2.6293864,114170,429000,2569000,383000,2645000,3028000,2998000,7.4000001,7.3000002,7.5,7.5,7.1999998,7.4000001,7.6999998,7.8000002,7.8000002,8,8.3000002,8.5,2.5892129,2.4867613,2.4716597,2.3994658,2.3977334,2.4350562,2.4424868,2.4641478,2.4588046,2.5577109,2.8139145,2.8402696,2.6067786,2.4770851,2.4567437,2.3669574,2.3766158,2.4359405,2.4815238,2.4490521,2.506038,2.5496986,2.7577789,2.9179995
01dec1984,7.3000002,2.6101427,2.5102916,114581,379000,2487000,386000,2594000,2980000,2866000,7.1999998,7.4000001,7.3000002,7.5,7.5,7.1999998,7.4000001,7.6999998,7.8000002,7.8000002,8,8.3000002,2.6556978,2.5892129,2.4867613,2.4716597,2.3994658,2.3977334,2.4350562,2.4424868,2.4641478,2.4588046,2.5577109,2.8139145,2.6293864,2.6067786,2.4770851,2.4567437,2.3669574,2.3766158,2.4359405,2.4815238,2.4490521,2.506038,2.5496986,2.7577789
01jan1985,7.3000002,2.557143,2.4707413,114725,359000,2472000,387000,2543000,2930000,2831000,7.3000002,7.1999998,7.4000001,7.3000002,7.5,7.5,7.1999998,7.4000001,7.6999998,7.8000002,7.8000002,8,2.6101427,2.6556978,2.5892129,2.4867613,2.4716597,2.3994658,2.3977334,2.4350562,2.4424868,2.4641478,2.4588046,2.5577109,2.5102916,2.6293864,2.6067786,2.4770851,2.4567437,2.3669574,2.3766158,2.4359405,2.4815238,2.4490521,2.506038,2.5496986
01feb1985,7.1999998,2.6175637,2.6419699,114876,390000,2641000,390000,2613000,3003000,3031000,7.3000002,7.3000002,7.1999998,7.4000001,7.3000002,7.5,7.5,7.1999998,7.4000001,7.6999998,7.8000002,7.8000002,2.557143,2.6101427,2.6556978,2.5892129,2.4867613,2.4716597,2.3994658,2.3977334,2.4350562,2.4424868,2.4641478,2.4588046,2.4707413,2.5102916,2.6293864,2.6067786,2.4770851,2.4567437,2.3669574,2.3766158,2.4359405,2.4815238,2.4490521,2.506038
01mar1985,7.1999998,2.5801735,2.5497057,115328,373000,2556000,386000,2578000,2964000,2929000,7.1999998,7.3000002,7.3000002,7.1999998,7.4000001,7.3000002,7.5,7.5,7.1999998,7.4000001,7.6999998,7.8000002,2.6175637,2.557143,2.6101427,2.6556978,2.5892129,2.4867613,2.4716597,2.3994658,2.3977334,2.4350562,2.4424868,2.4641478,2.6419699,2.4707413,2.5102916,2.6293864,2.6067786,2.4770851,2.4567437,2.3669574,2.3766158,2.4359405,2.4815238,2.4490521
01apr1985,7.3000002,2.6108143,2.5795991,115331,391000,2584000,411000,2600000,3011000,2975000,7.1999998,7.1999998,7.3000002,7.3000002,7.1999998,7.4000001,7.3000002,7.5,7.5,7.1999998,7.4000001,7.6999998,2.5801735,2.6175637,2.557143,2.6101427,2.6556978,2.5892129,2.4867613,2.4716597,2.3994658,2.3977334,2.4350562,2.4424868,2.5497057,2.6419699,2.4707413,2.5102916,2.6293864,2.6067786,2.4770851,2.4567437,2.3669574,2.3766158,2.4359405,2.4815238
01may1985,7.1999998,2.5474503,2.5500517,115234,396000,2545000,391000,2547000,2938000,2941000,7.3000002,7.1999998,7.1999998,7.3000002,7.3000002,7.1999998,7.4000001,7.3000002,7.5,7.5,7.1999998,7.4000001,2.6108143,2.5801735,2.6175637,2.557143,2.6101427,2.6556978,2.5892129,2.4867613,2.4716597,2.3994658,2.3977334,2.4350562,2.5795991,2.5497057,2.6419699,2.4707413,2.5102916,2.6293864,2.6067786,2.4770851,2.4567437,2.3669574,2.3766158,2.4359405
01jun1985,7.4000001,2.5504625,2.5478592,114965,386000,2550000,390000,2549000,2939000,2936000,7.1999998,7.3000002,7.1999998,7.1999998,7.3000002,7.3000002,7.1999998,7.4000001,7.3000002,7.5,7.5,7.1999998,2.5474503,2.6108143,2.5801735,2.6175637,2.557143,2.6101427,2.6556978,2.5892129,2.4867613,2.4716597,2.3994658,2.3977334,2.5500517,2.5795991,2.5497057,2.6419699,2.4707413,2.5102916,2.6293864,2.6067786,2.4770851,2.4567437,2.3669574,2.3766158
01jul1985,7.4000001,2.5268559,2.5138085,115320,370000,2520000,386000,2519000,2905000,2890000,7.4000001,7.1999998,7.3000002,7.1999998,7.1999998,7.3000002,7.3000002,7.1999998,7.4000001,7.3000002,7.5,7.5,2.5504625,2.5474503,2.6108143,2.5801735,2.6175637,2.557143,2.6101427,2.6556978,2.5892129,2.4867613,2.4716597,2.3994658,2.5478592,2.5500517,2.5795991,2.5497057,2.6419699,2.4707413,2.5102916,2.6293864,2.6067786,2.4770851,2.4567437,2.3669574
01aug1985,7.0999999,2.5780437,2.5719736,115291,405000,2561000,399000,2574000,2973000,2966000,7.4000001,7.4000001,7.1999998,7.3000002,7.1999998,7.1999998,7.3000002,7.3000002,7.1999998,7.4000001,7.3000002,7.5,2.5268559,2.5504625,2.5474503,2.6108143,2.5801735,2.6175637,2.557143,2.6101427,2.6556978,2.5892129,2.4867613,2.4716597,2.5138085,2.5478592,2.5500517,2.5795991,2.5497057,2.6419699,2.4707413,2.5102916,2.6293864,2.6067786,2.4770851,2.4567437
01sep1985,7.0999999,2.6003764,2.5275173,115905,401000,2513000,408000,2590000,2998000,2914000,7.0999999,7.4000001,7.4000001,7.1999998,7.3000002,7.1999998,7.1999998,7.3000002,7.3000002,7.1999998,7.4000001,7.3000002,2.5780437,2.5268559,2.5504625,2.5474503,2.6108143,2.5801735,2.6175637,2.557143,2.6101427,2.6556978,2.5892129,2.4867613,2.5719736,2.5138085,2.5478592,2.5500517,2.5795991,2.5497057,2.6419699,2.4707413,2.5102916,2.6293864,2.6067786,2.4770851
01oct1985,7.0999999,2.5615807,2.6262887,116145,400000,2644000,400000,2569000,2969000,3044000,7.0999999,7.0999999,7.4000001,7.4000001,7.1999998,7.3000002,7.1999998,7.1999998,7.3000002,7.3000002,7.1999998,7.4000001,2.6003764,2.5780437,2.5268559,2.5504625,2.5474503,2.6108143,2.5801735,2.6175637,2.557143,2.6101427,2.6556978,2.5892129,2.5275173,2.5719736,2.5138085,2.5478592,2.5500517,2.5795991,2.5497057,2.6419699,2.4707413,2.5102916,2.6293864,2.6067786
