date,unrate,claimrate,claimrate_1wdelay,labforce,initclaims_1wdelay,contclaims_1wdelay,initclaims,contclaims,totclaims,totclaims_1wdelay,unrate_1,unrate_2,unrate_3,unrate_4,unrate_5,unrate_6,unrate_7,unrate_8,unrate_9,unrate_10,unrate_11,unrate_12,claimrate_1,claimrate_2,claimrate_3,claimrate_4,claimrate_5,claimrate_6,claimrate_7,claimrate_8,claimrate_9,claimrate_10,claimrate_11,claimrate_12,claimrate_1wdelay_1,claimrate_1wdelay_2,claimrate_1wdelay_3,claimrate_1wdelay_4,claimrate_1wdelay_5,claimrate_1wdelay_6,claimrate_1wdelay_7,claimrate_1wdelay_8,claimrate_1wdelay_9,claimrate_1wdelay_10,claimrate_1wdelay_11,claimrate_1wdelay_12
01jan1967,3.9000001,,,76639,217000,1119000,207000,1119000,1326000,1336000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
01feb1967,3.8,1.8215269,1.8802438,76521,242000,1199000,229000,1167000,1396000,1441000,3.9000001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
01mar1967,3.8,1.9354165,1.9798486,76328,247000,1268000,245000,1236000,1481000,1515000,3.8,3.9000001,,,,,,,,,,,1.8215269,,,,,,,,,,,,1.8802438,,,,,,,,,,,
01apr1967,3.8,2.0660832,1.9940258,76777,245000,1277000,299000,1278000,1577000,1522000,3.8,3.8,3.9000001,,,,,,,,,,1.9354165,1.8215269,,,,,,,,,,,1.9798486,1.8802438,,,,,,,,,,
01may1967,3.8,1.9732472,1.9471977,76773,230000,1265000,231000,1284000,1515000,1495000,3.8,3.8,3.8,3.9000001,,,,,,,,,2.0660832,1.9354165,1.8215269,,,,,,,,,,1.9940258,1.9798486,1.8802438,,,,,,,,,
01jun1967,3.9000001,1.9173408,1.8730544,77270,218000,1220000,224000,1248000,1472000,1438000,3.8,3.8,3.8,3.8,3.9000001,,,,,,,,1.9732472,2.0660832,1.9354165,1.8215269,,,,,,,,,1.9471977,1.9940258,1.9798486,1.8802438,,,,,,,,
01jul1967,3.8,1.9399508,1.9308916,77464,240000,1252000,241000,1258000,1499000,1492000,3.9000001,3.8,3.8,3.8,3.8,3.9000001,,,,,,,1.9173408,1.9732472,2.0660832,1.9354165,1.8215269,,,,,,,,1.8730544,1.9471977,1.9940258,1.9798486,1.8802438,,,,,,,
01aug1967,3.8,1.8292369,1.8292369,77712,215000,1202000,202000,1215000,1417000,1417000,3.8,3.9000001,3.8,3.8,3.8,3.8,3.9000001,,,,,,1.9399508,1.9173408,1.9732472,2.0660832,1.9354165,1.8215269,,,,,,,1.9308916,1.8730544,1.9471977,1.9940258,1.9798486,1.8802438,,,,,,
01sep1967,3.8,1.8002368,1.7847952,77812,209000,1178000,220000,1179000,1399000,1387000,3.8,3.8,3.9000001,3.8,3.8,3.8,3.8,3.9000001,,,,,1.8292369,1.9399508,1.9173408,1.9732472,2.0660832,1.9354165,1.8215269,,,,,,1.8292369,1.9308916,1.8730544,1.9471977,1.9940258,1.9798486,1.8802438,,,,,
01oct1967,4,1.7927825,1.7953529,78194,223000,1174000,206000,1189000,1395000,1397000,3.8,3.8,3.8,3.9000001,3.8,3.8,3.8,3.8,3.9000001,,,,1.8002368,1.8292369,1.9399508,1.9173408,1.9732472,2.0660832,1.9354165,1.8215269,,,,,1.7847952,1.8292369,1.9308916,1.8730544,1.9471977,1.9940258,1.9798486,1.8802438,,,,
01nov1967,3.9000001,1.7021767,1.7047343,78191,191000,1142000,198000,1133000,1331000,1333000,4,3.8,3.8,3.8,3.9000001,3.8,3.8,3.8,3.8,3.9000001,,,1.7927825,1.8002368,1.8292369,1.9399508,1.9173408,1.9732472,2.0660832,1.9354165,1.8215269,,,,1.7953529,1.7847952,1.8292369,1.9308916,1.8730544,1.9471977,1.9940258,1.9798486,1.8802438,,,
01dec1967,3.8,1.780256,1.8083923,78491,219000,1195000,204000,1188000,1392000,1414000,3.9000001,4,3.8,3.8,3.8,3.9000001,3.8,3.8,3.8,3.8,3.9000001,,1.7021767,1.7927825,1.8002368,1.8292369,1.9399508,1.9173408,1.9732472,2.0660832,1.9354165,1.8215269,,,1.7047343,1.7953529,1.7847952,1.8292369,1.9308916,1.8730544,1.9471977,1.9940258,1.9798486,1.8802438,,
01jan1968,3.7,1.7951102,1.7989323,77578,221000,1191000,222000,1187000,1409000,1412000,3.8,3.9000001,4,3.8,3.8,3.8,3.9000001,3.8,3.8,3.8,3.8,3.9000001,1.780256,1.7021767,1.7927825,1.8002368,1.8292369,1.9399508,1.9173408,1.9732472,2.0660832,1.9354165,1.8215269,,1.8083923,1.7047343,1.7953529,1.7847952,1.8292369,1.9308916,1.8730544,1.9471977,1.9940258,1.9798486,1.8802438,
01feb1968,3.8,1.7260048,1.7504963,78230,193000,1165000,196000,1143000,1339000,1358000,3.7,3.8,3.9000001,4,3.8,3.8,3.8,3.9000001,3.8,3.8,3.8,3.8,1.7951102,1.780256,1.7021767,1.7927825,1.8002368,1.8292369,1.9399508,1.9173408,1.9732472,2.0660832,1.9354165,1.8215269,1.7989323,1.8083923,1.7047343,1.7953529,1.7847952,1.8292369,1.9308916,1.8730544,1.9471977,1.9940258,1.9798486,1.8802438
01mar1968,3.7,1.7039499,1.7077848,78256,200000,1136000,190000,1143000,1333000,1336000,3.8,3.7,3.8,3.9000001,4,3.8,3.8,3.8,3.9000001,3.8,3.8,3.8,1.7260048,1.7951102,1.780256,1.7021767,1.7927825,1.8002368,1.8292369,1.9399508,1.9173408,1.9732472,2.0660832,1.9354165,1.7504963,1.7989323,1.8083923,1.7047343,1.7953529,1.7847952,1.8292369,1.9308916,1.8730544,1.9471977,1.9940258,1.9798486
01apr1968,3.5,1.5973216,1.5870987,78270,183000,1059000,171000,1079000,1250000,1242000,3.7,3.8,3.7,3.8,3.9000001,4,3.8,3.8,3.8,3.9000001,3.8,3.8,1.7039499,1.7260048,1.7951102,1.780256,1.7021767,1.7927825,1.8002368,1.8292369,1.9399508,1.9173408,1.9732472,2.0660832,1.7077848,1.7504963,1.7989323,1.8083923,1.7047343,1.7953529,1.7847952,1.8292369,1.9308916,1.8730544,1.9471977,1.9940258
01may1968,3.5,1.6225885,1.6187556,78847,194000,1073000,199000,1071000,1270000,1267000,3.5,3.7,3.8,3.7,3.8,3.9000001,4,3.8,3.8,3.8,3.9000001,3.8,1.5973216,1.7039499,1.7260048,1.7951102,1.780256,1.7021767,1.7927825,1.8002368,1.8292369,1.9399508,1.9173408,1.9732472,1.5870987,1.7077848,1.7504963,1.7989323,1.8083923,1.7047343,1.7953529,1.7847952,1.8292369,1.9308916,1.8730544,1.9471977
01jun1968,3.7,1.604373,1.5840806,79120,189000,1060000,194000,1071000,1265000,1249000,3.5,3.5,3.7,3.8,3.7,3.8,3.9000001,4,3.8,3.8,3.8,3.9000001,1.6225885,1.5973216,1.7039499,1.7260048,1.7951102,1.780256,1.7021767,1.7927825,1.8002368,1.8292369,1.9399508,1.9173408,1.6187556,1.5870987,1.7077848,1.7504963,1.7989323,1.8083923,1.7047343,1.7953529,1.7847952,1.8292369,1.9308916,1.8730544
01jul1968,3.7,1.5950454,1.5331143,78970,180000,1033000,186000,1076000,1262000,1213000,3.7,3.5,3.5,3.7,3.8,3.7,3.8,3.9000001,4,3.8,3.8,3.8,1.604373,1.6225885,1.5973216,1.7039499,1.7260048,1.7951102,1.780256,1.7021767,1.7927825,1.8002368,1.8292369,1.9399508,1.5840806,1.6187556,1.5870987,1.7077848,1.7504963,1.7989323,1.8083923,1.7047343,1.7953529,1.7847952,1.8292369,1.9308916
01aug1968,3.5,1.6449285,1.6297328,78811,193000,1094000,192000,1107000,1299000,1287000,3.7,3.7,3.5,3.5,3.7,3.8,3.7,3.8,3.9000001,4,3.8,3.8,1.5950454,1.604373,1.6225885,1.5973216,1.7039499,1.7260048,1.7951102,1.780256,1.7021767,1.7927825,1.8002368,1.8292369,1.5331143,1.5840806,1.6187556,1.5870987,1.7077848,1.7504963,1.7989323,1.8083923,1.7047343,1.7953529,1.7847952,1.8292369
01sep1968,3.4000001,1.5721155,1.5708467,78858,191000,1047000,195000,1044000,1239000,1238000,3.5,3.7,3.7,3.5,3.5,3.7,3.8,3.7,3.8,3.9000001,4,3.8,1.6449285,1.5950454,1.604373,1.6225885,1.5973216,1.7039499,1.7260048,1.7951102,1.780256,1.7021767,1.7927825,1.8002368,1.6297328,1.5331143,1.5840806,1.6187556,1.5870987,1.7077848,1.7504963,1.7989323,1.8083923,1.7047343,1.7953529,1.7847952
01oct1968,3.4000001,1.5610337,1.5546932,78913,191000,1035000,186000,1045000,1231000,1226000,3.4000001,3.5,3.7,3.7,3.5,3.5,3.7,3.8,3.7,3.8,3.9000001,4,1.5721155,1.6449285,1.5950454,1.604373,1.6225885,1.5973216,1.7039499,1.7260048,1.7951102,1.780256,1.7021767,1.7927825,1.5708467,1.6297328,1.5331143,1.5840806,1.6187556,1.5870987,1.7077848,1.7504963,1.7989323,1.8083923,1.7047343,1.7953529
01nov1968,3.4000001,1.6068329,1.5485408,79209,199000,1023000,192000,1076000,1268000,1222000,3.4000001,3.4000001,3.5,3.7,3.7,3.5,3.5,3.7,3.8,3.7,3.8,3.9000001,1.5610337,1.5721155,1.6449285,1.5950454,1.604373,1.6225885,1.5973216,1.7039499,1.7260048,1.7951102,1.780256,1.7021767,1.5546932,1.5708467,1.6297328,1.5331143,1.5840806,1.6187556,1.5870987,1.7077848,1.7504963,1.7989323,1.8083923,1.7047343
01dec1968,3.4000001,1.5856783,1.5844159,79463,192000,1063000,195000,1061000,1256000,1255000,3.4000001,3.4000001,3.4000001,3.5,3.7,3.7,3.5,3.5,3.7,3.8,3.7,3.8,1.6068329,1.5610337,1.5721155,1.6449285,1.5950454,1.604373,1.6225885,1.5973216,1.7039499,1.7260048,1.7951102,1.780256,1.5485408,1.5546932,1.5708467,1.6297328,1.5331143,1.5840806,1.6187556,1.5870987,1.7077848,1.7504963,1.7989323,1.8083923
01jan1969,3.4000001,1.5906774,1.5982281,79523,193000,1077000,192000,1072000,1264000,1270000,3.4000001,3.4000001,3.4000001,3.4000001,3.5,3.7,3.7,3.5,3.5,3.7,3.8,3.7,1.5856783,1.6068329,1.5610337,1.5721155,1.6449285,1.5950454,1.604373,1.6225885,1.5973216,1.7039499,1.7260048,1.7951102,1.5844159,1.5485408,1.5546932,1.5708467,1.6297328,1.5331143,1.5840806,1.6187556,1.5870987,1.7077848,1.7504963,1.7989323
01feb1969,3.4000001,1.6435497,1.6146272,80019,192000,1092000,192000,1115000,1307000,1284000,3.4000001,3.4000001,3.4000001,3.4000001,3.4000001,3.5,3.7,3.7,3.5,3.5,3.7,3.8,1.5906774,1.5856783,1.6068329,1.5610337,1.5721155,1.6449285,1.5950454,1.604373,1.6225885,1.5973216,1.7039499,1.7260048,1.5982281,1.5844159,1.5485408,1.5546932,1.5708467,1.6297328,1.5331143,1.5840806,1.6187556,1.5870987,1.7077848,1.7504963
01mar1969,3.4000001,1.5858734,1.5646284,80079,181000,1071000,189000,1080000,1269000,1252000,3.4000001,3.4000001,3.4000001,3.4000001,3.4000001,3.4000001,3.5,3.7,3.7,3.5,3.5,3.7,1.6435497,1.5906774,1.5856783,1.6068329,1.5610337,1.5721155,1.6449285,1.5950454,1.604373,1.6225885,1.5973216,1.7039499,1.6146272,1.5982281,1.5844159,1.5485408,1.5546932,1.5708467,1.6297328,1.5331143,1.5840806,1.6187556,1.5870987,1.7077848
01apr1969,3.4000001,1.5484709,1.5135055,80281,187000,1025000,190000,1050000,1240000,1212000,3.4000001,3.4000001,3.4000001,3.4000001,3.4000001,3.4000001,3.4000001,3.5,3.7,3.7,3.5,3.5,1.5858734,1.6435497,1.5906774,1.5856783,1.6068329,1.5610337,1.5721155,1.6449285,1.5950454,1.604373,1.6225885,1.5973216,1.5646284,1.6146272,1.5982281,1.5844159,1.5485408,1.5546932,1.5708467,1.6297328,1.5331143,1.5840806,1.6187556,1.5870987
01may1969,3.4000001,1.4773109,1.4773109,80125,180000,1006000,179000,1007000,1186000,1186000,3.4000001,3.4000001,3.4000001,3.4000001,3.4000001,3.4000001,3.4000001,3.4000001,3.5,3.7,3.7,3.5,1.5484709,1.5858734,1.6435497,1.5906774,1.5856783,1.6068329,1.5610337,1.5721155,1.6449285,1.5950454,1.604373,1.6225885,1.5135055,1.5646284,1.6146272,1.5982281,1.5844159,1.5485408,1.5546932,1.5708467,1.6297328,1.5331143,1.5840806,1.6187556
01jun1969,3.5,1.4876755,1.501404,80696,191000,1012000,182000,1010000,1192000,1203000,3.4000001,3.4000001,3.4000001,3.4000001,3.4000001,3.4000001,3.4000001,3.4000001,3.4000001,3.5,3.7,3.7,1.4773109,1.5484709,1.5858734,1.6435497,1.5906774,1.5856783,1.6068329,1.5610337,1.5721155,1.6449285,1.5950454,1.604373,1.4773109,1.5135055,1.5646284,1.6146272,1.5982281,1.5844159,1.5485408,1.5546932,1.5708467,1.6297328,1.5331143,1.5840806
01jul1969,3.5,1.6134629,1.5837216,80827,206000,1072000,210000,1092000,1302000,1278000,3.5,3.4000001,3.4000001,3.4000001,3.4000001,3.4000001,3.4000001,3.4000001,3.4000001,3.4000001,3.5,3.7,1.4876755,1.4773109,1.5484709,1.5858734,1.6435497,1.5906774,1.5856783,1.6068329,1.5610337,1.5721155,1.6449285,1.5950454,1.501404,1.4773109,1.5135055,1.5646284,1.6146272,1.5982281,1.5844159,1.5485408,1.5546932,1.5708467,1.6297328,1.5331143
01aug1969,3.5,1.5663083,1.5576478,81106,199000,1060000,199000,1067000,1266000,1259000,3.5,3.5,3.4000001,3.4000001,3.4000001,3.4000001,3.4000001,3.4000001,3.4000001,3.4000001,3.4000001,3.5,1.6134629,1.4876755,1.4773109,1.5484709,1.5858734,1.6435497,1.5906774,1.5856783,1.6068329,1.5610337,1.5721155,1.6449285,1.5837216,1.501404,1.4773109,1.5135055,1.5646284,1.6146272,1.5982281,1.5844159,1.5485408,1.5546932,1.5708467,1.6297328
01sep1969,3.7,1.5917442,1.5757158,81290,195000,1083000,209000,1082000,1291000,1278000,3.5,3.5,3.5,3.4000001,3.4000001,3.4000001,3.4000001,3.4000001,3.4000001,3.4000001,3.4000001,3.4000001,1.5663083,1.6134629,1.4876755,1.4773109,1.5484709,1.5858734,1.6435497,1.5906774,1.5856783,1.6068329,1.5610337,1.5721155,1.5576478,1.5837216,1.501404,1.4773109,1.5135055,1.5646284,1.6146272,1.5982281,1.5844159,1.5485408,1.5546932,1.5708467
01oct1969,3.7,1.6201255,1.6496494,81494,205000,1136000,199000,1118000,1317000,1341000,3.7,3.5,3.5,3.5,3.4000001,3.4000001,3.4000001,3.4000001,3.4000001,3.4000001,3.4000001,3.4000001,1.5917442,1.5663083,1.6134629,1.4876755,1.4773109,1.5484709,1.5858734,1.6435497,1.5906774,1.5856783,1.6068329,1.5610337,1.5757158,1.5576478,1.5837216,1.501404,1.4773109,1.5135055,1.5646284,1.6146272,1.5982281,1.5844159,1.5485408,1.5546932
01nov1969,3.5,1.690922,1.6872407,81397,217000,1158000,197000,1181000,1378000,1375000,3.7,3.7,3.5,3.5,3.5,3.4000001,3.4000001,3.4000001,3.4000001,3.4000001,3.4000001,3.4000001,1.6201255,1.5917442,1.5663083,1.6134629,1.4876755,1.4773109,1.5484709,1.5858734,1.6435497,1.5906774,1.5856783,1.6068329,1.6496494,1.5757158,1.5576478,1.5837216,1.501404,1.4773109,1.5135055,1.5646284,1.6146272,1.5982281,1.5844159,1.5485408
01dec1969,3.5,1.7875352,1.823163,81624,232000,1252000,222000,1233000,1455000,1484000,3.5,3.7,3.7,3.5,3.5,3.5,3.4000001,3.4000001,3.4000001,3.4000001,3.4000001,3.4000001,1.690922,1.6201255,1.5917442,1.5663083,1.6134629,1.4876755,1.4773109,1.5484709,1.5858734,1.6435497,1.5906774,1.5856783,1.6872407,1.6496494,1.5757158,1.5576478,1.5837216,1.501404,1.4773109,1.5135055,1.5646284,1.6146272,1.5982281,1.5844159
01jan1970,3.9000001,2.0079877,2.0141134,81981,256000,1388000,268000,1371000,1639000,1644000,3.5,3.5,3.7,3.7,3.5,3.5,3.5,3.4000001,3.4000001,3.4000001,3.4000001,3.4000001,1.7875352,1.690922,1.6201255,1.5917442,1.5663083,1.6134629,1.4876755,1.4773109,1.5484709,1.5858734,1.6435497,1.5906774,1.823163,1.6872407,1.6496494,1.5757158,1.5576478,1.5837216,1.501404,1.4773109,1.5135055,1.5646284,1.6146272,1.5982281
01feb1970,4.1999998,2.085849,2.0529146,82151,271000,1412000,265000,1445000,1710000,1683000,3.9000001,3.5,3.5,3.7,3.7,3.5,3.5,3.5,3.4000001,3.4000001,3.4000001,3.4000001,2.0079877,1.7875352,1.690922,1.6201255,1.5917442,1.5663083,1.6134629,1.4876755,1.4773109,1.5484709,1.5858734,1.6435497,2.0141134,1.823163,1.6872407,1.6496494,1.5757158,1.5576478,1.5837216,1.501404,1.4773109,1.5135055,1.5646284,1.6146272
01mar1970,4.4000001,2.1022265,2.1448309,82498,264000,1498000,271000,1456000,1727000,1762000,4.1999998,3.9000001,3.5,3.5,3.7,3.7,3.5,3.5,3.5,3.4000001,3.4000001,3.4000001,2.085849,2.0079877,1.7875352,1.690922,1.6201255,1.5917442,1.5663083,1.6134629,1.4876755,1.4773109,1.5484709,1.5858734,2.0529146,2.0141134,1.823163,1.6872407,1.6496494,1.5757158,1.5576478,1.5837216,1.501404,1.4773109,1.5135055,1.5646284
01apr1970,4.5999999,2.4570293,2.5418799,82727,349000,1748000,374000,1653000,2027000,2097000,4.4000001,4.1999998,3.9000001,3.5,3.5,3.7,3.7,3.5,3.5,3.5,3.4000001,3.4000001,2.1022265,2.085849,2.0079877,1.7875352,1.690922,1.6201255,1.5917442,1.5663083,1.6134629,1.4876755,1.4773109,1.5484709,2.1448309,2.0529146,2.0141134,1.823163,1.6872407,1.6496494,1.5757158,1.5576478,1.5837216,1.501404,1.4773109,1.5135055
01may1970,4.8000002,2.5904481,2.5662723,82483,296000,1827000,303000,1840000,2143000,2123000,4.5999999,4.4000001,4.1999998,3.9000001,3.5,3.5,3.7,3.7,3.5,3.5,3.5,3.4000001,2.4570293,2.1022265,2.085849,2.0079877,1.7875352,1.690922,1.6201255,1.5917442,1.5663083,1.6134629,1.4876755,1.4773109,2.5418799,2.1448309,2.0529146,2.0141134,1.823163,1.6872407,1.6496494,1.5757158,1.5576478,1.5837216,1.501404,1.4773109
01jun1970,4.9000001,2.6065977,2.6187215,82484,296000,1864000,298000,1852000,2150000,2160000,4.8000002,4.5999999,4.4000001,4.1999998,3.9000001,3.5,3.5,3.7,3.7,3.5,3.5,3.5,2.5904481,2.4570293,2.1022265,2.085849,2.0079877,1.7875352,1.690922,1.6201255,1.5917442,1.5663083,1.6134629,1.4876755,2.5662723,2.5418799,2.1448309,2.0529146,2.0141134,1.823163,1.6872407,1.6496494,1.5757158,1.5576478,1.5837216,1.501404
01jul1970,5,2.6320257,2.6732457,82901,287000,1918000,294000,1877000,2171000,2205000,4.9000001,4.8000002,4.5999999,4.4000001,4.1999998,3.9000001,3.5,3.5,3.7,3.7,3.5,3.5,2.6065977,2.5904481,2.4570293,2.1022265,2.085849,2.0079877,1.7875352,1.690922,1.6201255,1.5917442,1.5663083,1.6134629,2.6187215,2.5662723,2.5418799,2.1448309,2.0529146,2.0141134,1.823163,1.6872407,1.6496494,1.5757158,1.5576478,1.5837216
01aug1970,5.0999999,2.6935742,2.7418246,82880,303000,1970000,300000,1933000,2233000,2273000,5,4.9000001,4.8000002,4.5999999,4.4000001,4.1999998,3.9000001,3.5,3.5,3.7,3.7,3.5,2.6320257,2.6065977,2.5904481,2.4570293,2.1022265,2.085849,2.0079877,1.7875352,1.690922,1.6201255,1.5917442,1.5663083,2.6732457,2.6187215,2.5662723,2.5418799,2.1448309,2.0529146,2.0141134,1.823163,1.6872407,1.6496494,1.5757158,1.5576478
01sep1970,5.4000001,2.8474903,2.8885136,82954,325000,2069000,292000,2068000,2360000,2394000,5.0999999,5,4.9000001,4.8000002,4.5999999,4.4000001,4.1999998,3.9000001,3.5,3.5,3.7,3.7,2.6935742,2.6320257,2.6065977,2.5904481,2.4570293,2.1022265,2.085849,2.0079877,1.7875352,1.690922,1.6201255,1.5917442,2.7418246,2.6732457,2.6187215,2.5662723,2.5418799,2.1448309,2.0529146,2.0141134,1.823163,1.6872407,1.6496494,1.5757158
01oct1970,5.5,3.0667598,3.1185958,83276,330000,2257000,334000,2210000,2544000,2587000,5.4000001,5.0999999,5,4.9000001,4.8000002,4.5999999,4.4000001,4.1999998,3.9000001,3.5,3.5,3.7,2.8474903,2.6935742,2.6320257,2.6065977,2.5904481,2.4570293,2.1022265,2.085849,2.0079877,1.7875352,1.690922,1.6201255,2.8885136,2.7418246,2.6732457,2.6187215,2.5662723,2.5418799,2.1448309,2.0529146,2.0141134,1.823163,1.6872407,1.6496494
01nov1970,5.9000001,3.1905951,3.1209471,83548,314000,2285000,314000,2343000,2657000,2599000,5.5,5.4000001,5.0999999,5,4.9000001,4.8000002,4.5999999,4.4000001,4.1999998,3.9000001,3.5,3.5,3.0667598,2.8474903,2.6935742,2.6320257,2.6065977,2.5904481,2.4570293,2.1022265,2.085849,2.0079877,1.7875352,1.690922,3.1185958,2.8885136,2.7418246,2.6732457,2.6187215,2.5662723,2.5418799,2.1448309,2.0529146,2.0141134,1.823163,1.6872407
01dec1970,6.0999999,2.9910948,3.0078518,83670,289000,2224000,306000,2193000,2499000,2513000,5.9000001,5.5,5.4000001,5.0999999,5,4.9000001,4.8000002,4.5999999,4.4000001,4.1999998,3.9000001,3.5,3.1905951,3.0667598,2.8474903,2.6935742,2.6320257,2.6065977,2.5904481,2.4570293,2.1022265,2.085849,2.0079877,1.7875352,3.1209471,3.1185958,2.8885136,2.7418246,2.6732457,2.6187215,2.5662723,2.5418799,2.1448309,2.0529146,2.0141134,1.823163
01jan1971,5.9000001,2.8672163,2.8719971,83850,312000,2091000,299000,2100000,2399000,2403000,6.0999999,5.9000001,5.5,5.4000001,5.0999999,5,4.9000001,4.8000002,4.5999999,4.4000001,4.1999998,3.9000001,2.9910948,3.1905951,3.0667598,2.8474903,2.6935742,2.6320257,2.6065977,2.5904481,2.4570293,2.1022265,2.085849,2.0079877,3.0078518,3.1209471,3.1185958,2.8885136,2.7418246,2.6732457,2.6187215,2.5662723,2.5418799,2.1448309,2.0529146,2.0141134
01feb1971,5.9000001,2.8157425,2.8479428,83603,268000,2120000,282000,2079000,2361000,2388000,5.9000001,6.0999999,5.9000001,5.5,5.4000001,5.0999999,5,4.9000001,4.8000002,4.5999999,4.4000001,4.1999998,2.8672163,2.9910948,3.1905951,3.0667598,2.8474903,2.6935742,2.6320257,2.6065977,2.5904481,2.4570293,2.1022265,2.085849,2.8719971,3.0078518,3.1209471,3.1185958,2.8885136,2.7418246,2.6732457,2.6187215,2.5662723,2.5418799,2.1448309,2.0529146
01mar1971,6,2.88626,2.9077904,83575,291000,2140000,287000,2126000,2413000,2431000,5.9000001,5.9000001,6.0999999,5.9000001,5.5,5.4000001,5.0999999,5,4.9000001,4.8000002,4.5999999,4.4000001,2.8157425,2.8672163,2.9910948,3.1905951,3.0667598,2.8474903,2.6935742,2.6320257,2.6065977,2.5904481,2.4570293,2.1022265,2.8479428,2.8719971,3.0078518,3.1209471,3.1185958,2.8885136,2.7418246,2.6732457,2.6187215,2.5662723,2.5418799,2.1448309
01apr1971,5.9000001,2.9279091,2.8896201,83946,288000,2127000,284000,2163000,2447000,2415000,6,5.9000001,5.9000001,6.0999999,5.9000001,5.5,5.4000001,5.0999999,5,4.9000001,4.8000002,4.5999999,2.88626,2.8157425,2.8672163,2.9910948,3.1905951,3.0667598,2.8474903,2.6935742,2.6320257,2.6065977,2.5904481,2.4570293,2.9077904,2.8479428,2.8719971,3.0078518,3.1209471,3.1185958,2.8885136,2.7418246,2.6732457,2.6187215,2.5662723,2.5418799
01may1971,5.9000001,2.9340291,2.9328377,84135,295000,2167000,284000,2179000,2463000,2462000,5.9000001,6,5.9000001,5.9000001,6.0999999,5.9000001,5.5,5.4000001,5.0999999,5,4.9000001,4.8000002,2.9279091,2.88626,2.8157425,2.8672163,2.9910948,3.1905951,3.0667598,2.8474903,2.6935742,2.6320257,2.6065977,2.5904481,2.8896201,2.9077904,2.8479428,2.8719971,3.0078518,3.1209471,3.1185958,2.8885136,2.7418246,2.6732457,2.6187215,2.5662723
01jun1971,5.9000001,2.9642837,2.9488323,83706,299000,2182000,295000,2199000,2494000,2481000,5.9000001,5.9000001,6,5.9000001,5.9000001,6.0999999,5.9000001,5.5,5.4000001,5.0999999,5,4.9000001,2.9340291,2.9279091,2.88626,2.8157425,2.8672163,2.9910948,3.1905951,3.0667598,2.8474903,2.6935742,2.6320257,2.6065977,2.9328377,2.8896201,2.9077904,2.8479428,2.8719971,3.0078518,3.1209471,3.1185958,2.8885136,2.7418246,2.6732457,2.6187215
01jul1971,6,2.867178,2.9066017,84340,304000,2129000,313000,2087000,2400000,2433000,5.9000001,5.9000001,5.9000001,6,5.9000001,5.9000001,6.0999999,5.9000001,5.5,5.4000001,5.0999999,5,2.9642837,2.9340291,2.9279091,2.88626,2.8157425,2.8672163,2.9910948,3.1905951,3.0667598,2.8474903,2.6935742,2.6320257,2.9488323,2.9328377,2.8896201,2.9077904,2.8479428,2.8719971,3.0078518,3.1209471,3.1185958,2.8885136,2.7418246,2.6732457
01aug1971,6.0999999,2.9962058,2.9713066,84673,320000,2186000,325000,2202000,2527000,2506000,6,5.9000001,5.9000001,5.9000001,6,5.9000001,5.9000001,6.0999999,5.9000001,5.5,5.4000001,5.0999999,2.867178,2.9642837,2.9340291,2.9279091,2.88626,2.8157425,2.8672163,2.9910948,3.1905951,3.0667598,2.8474903,2.6935742,2.9066017,2.9488323,2.9328377,2.8896201,2.9077904,2.8479428,2.8719971,3.0078518,3.1209471,3.1185958,2.8885136,2.7418246
01sep1971,6,3.0092237,3.0009565,84731,308000,2233000,302000,2246000,2548000,2541000,6.0999999,6,5.9000001,5.9000001,5.9000001,6,5.9000001,5.9000001,6.0999999,5.9000001,5.5,5.4000001,2.9962058,2.867178,2.9642837,2.9340291,2.9279091,2.88626,2.8157425,2.8672163,2.9910948,3.1905951,3.0667598,2.8474903,2.9713066,2.9066017,2.9488323,2.9328377,2.8896201,2.9077904,2.8479428,2.8719971,3.0078518,3.1209471,3.1185958,2.8885136
01oct1971,5.8000002,2.9375317,2.9151077,84872,294000,2176000,299000,2190000,2489000,2470000,6,6.0999999,6,5.9000001,5.9000001,5.9000001,6,5.9000001,5.9000001,6.0999999,5.9000001,5.5,3.0092237,2.9962058,2.867178,2.9642837,2.9340291,2.9279091,2.88626,2.8157425,2.8672163,2.9910948,3.1905951,3.0667598,3.0009565,2.9713066,2.9066017,2.9488323,2.9328377,2.8896201,2.9077904,2.8479428,2.8719971,3.0078518,3.1209471,3.1185958
01nov1971,6,2.8619568,2.8372138,85458,274000,2134000,295000,2134000,2429000,2408000,5.8000002,6,6.0999999,6,5.9000001,5.9000001,5.9000001,6,5.9000001,5.9000001,6.0999999,5.9000001,2.9375317,3.0092237,2.9962058,2.867178,2.9642837,2.9340291,2.9279091,2.88626,2.8157425,2.8672163,2.9910948,3.1905951,2.9151077,3.0009565,2.9713066,2.9066017,2.9488323,2.9328377,2.8896201,2.9077904,2.8479428,2.8719971,3.0078518,3.1209471
