date,unrate,claimrate,cclaimrate,cunrate,labforce,initclaims_1wdelay,contclaims_1wdelay,initclaims,contclaims,totclaims,totclaims_1wdelay,claimrate_1wdelay,cclaimrate_1wdelay,cclaimrate2,cclaimrate_1wdelay2,cunrate_1cclaimrate_1wdelay
01sep1985,7.0999999,2.6003764,.022332668,0,115905,401000,2513000,408000,2590000,2998000,2914000,2.5275173,-.044456244,.00049874809,.0019763575,.013336882
01oct1985,7.0999999,2.5615807,-.03879571,0,116145,400000,2644000,400000,2569000,2969000,3044000,2.6262887,.098771334,.001505107,.0097557763,0
01nov1985,7,2.5958931,.034312487,-.099999905,116135,382000,2585000,397000,2618000,3015000,2967000,2.5545654,-.071723223,.0011773467,.0051442208,0
01dec1985,7,2.6365867,.040693521,0,116354,370000,2543000,382000,2680000,3062000,2913000,2.5082877,-.046277761,.0016559627,.0021416312,.0046277717
01jan1986,6.6999998,2.4752049,-.16138172,-.30000019,116682,344000,2570000,364000,2516000,2880000,2914000,2.5044262,-.0038614273,.02604406,.000014910621,0
01feb1986,7.1999998,2.5085275,.033322573,.5,116882,390000,2626000,358000,2569000,2927000,3016000,2.5848031,.080376863,.0011103939,.0064604403,-.024113074
01mar1986,7.1999998,2.5418799,.033352375,0,117220,387000,2592000,382000,2589000,2971000,2979000,2.5487244,-.036078691,.0011123809,.001301672,-.018039346
01apr1986,7.0999999,2.5234601,-.018419743,-.099999905,117316,383000,2613000,388000,2570000,2958000,2996000,2.5558779,.007153511,.00033928693,.000051172719,0
01may1986,7.1999998,2.6023731,.078912973,.099999905,117528,386000,2638000,384000,2669000,3053000,3024000,2.5776534,.021775484,.0062272572,.00047417171,-.0021775463
01jun1986,7.1999998,2.5636444,-.038728714,0,118084,367000,2637000,369000,2644000,3013000,3004000,2.5559866,-.021666765,.0014999133,.00046944871,-.0021666745
01jul1986,7,2.466888,-.096756458,-.19999981,118129,354000,2593000,361000,2552000,2913000,2947000,2.495681,-.060305595,.0093618119,.0036367648,0
01aug1986,6.9000001,2.5946212,.12773323,-.099999905,118150,397000,2687000,407000,2658000,3065000,3084000,2.6107051,.11502409,.016315779,.013230541,-.023004796
01sep1986,7,2.5941601,-.00046110153,.099999905,118395,399000,2703000,394000,2671000,3065000,3102000,2.6254761,.014770985,2.1261462e-07,.00021818199,-.001477097
01oct1986,7,2.6251109,.030950785,0,118516,370000,2707000,385000,2723000,3108000,3077000,2.5989273,-.026548862,.00095795107,.0007048421,-.0026548838
01nov1986,6.9000001,2.5490229,-.076087952,-.099999905,118634,369000,2555000,368000,2653000,3021000,2924000,2.4671774,-.13174987,.0057893763,.017358027,0
01dec1986,6.5999999,2.4967546,-.052268267,-.30000019,118611,350000,2499000,375000,2587000,2962000,2849000,2.4015038,-.06567359,.0027319717,.0043130205,.0065673529
01jan1987,6.5999999,2.3471684,-.1495862,0,118845,346000,2506000,341000,2443000,2784000,2852000,2.4044988,.0029950142,.022376031,8.9701098e-06,-.0008985048
01feb1987,6.5999999,2.3467541,-.00041437149,0,119122,341000,2481000,338000,2451000,2789000,2822000,2.3745215,-.029977322,1.7170373e-07,.00089863979,0
01mar1987,6.5999999,2.3379393,-.0088148117,0,119270,335000,2401000,335000,2450000,2785000,2736000,2.2968049,-.077716589,.000077700905,.0060398681,0
01apr1987,6.3000002,2.3132389,-.024700403,-.29999971,119336,328000,2386000,349000,2410000,2759000,2714000,2.2755094,-.021295547,.00061010994,.00045350034,0
01may1987,6.3000002,2.2348661,-.078372717,0,120008,343000,2275000,341000,2326000,2667000,2618000,2.1938057,-.081703663,.0061422829,.0066754883,.024511075
01jun1987,6.1999998,2.1615226,-.073343515,-.10000038,119644,319000,2258000,316000,2278000,2594000,2577000,2.1473567,-.046448946,.0053792712,.0021575047,0
01jul1987,6.0999999,2.1070843,-.054438353,-.099999905,119902,324000,2247000,310000,2211000,2521000,2571000,2.148875,.0015182495,.0029635343,2.3050816e-06,-.00015182553
01aug1987,6,2.0958784,-.011205912,-.099999905,120318,312000,2190000,319000,2194000,2513000,2502000,2.0867043,-.062170744,.00012557245,.0038652015,.0062170685
01sep1987,5.9000001,2.052062,-.043816328,-.099999905,120011,309000,2351000,297000,2172000,2469000,2660000,2.210808,.12410378,.0019198706,.015401749,-.012410367
01oct1987,6,1.9789853,-.073076725,.099999905,120509,301000,1966000,301000,2074000,2375000,2267000,1.8889935,-.32181454,.0053402078,.1035646,.032181423
01nov1987,5.8000002,2.0048294,.025844097,-.19999981,120540,317000,2064000,307000,2109000,2416000,2381000,1.9757861,.086792588,.00066791737,.0075329533,.0086792503
01dec1987,5.6999998,1.9985067,-.0063227415,-.10000038,120729,323000,2105000,317000,2092000,2409000,2428000,2.0142691,.038483024,.000039977062,.0014809431,-.0076965974
01jan1988,5.6999998,2.1096838,.11117709,0,120969,335000,2214000,361000,2186000,2547000,2549000,2.1113403,.097071171,.012360345,.0094228126,-.0097071538
01feb1988,5.6999998,2.0625119,-.047171831,0,121156,327000,2091000,311000,2184000,2495000,2418000,1.9988592,-.11248112,.0022251816,.012652001,0
01mar1988,5.6999998,1.9941232,-.0683887,0,120913,307000,2112000,304000,2112000,2416000,2419000,1.9965994,-.0022597313,.0046770144,5.1063853e-06,0
01apr1988,5.4000001,1.9733196,-.020803571,-.29999971,121251,312000,2067000,314000,2072000,2386000,2379000,1.9675304,-.029069066,.00043278857,.00084501063,0
01may1988,5.5999999,1.9645199,-.0087997913,.19999981,121071,319000,2099000,314000,2068000,2382000,2418000,1.9942104,.026679993,.000077436329,.00071182201,-.0080039902
01jun1988,5.4000001,1.93688,-.027639866,-.19999981,121473,307000,2030000,311000,2034000,2345000,2337000,1.9302723,-.063938022,.00076396216,.0040880707,-.012787593
01jul1988,5.4000001,1.9658689,.028988957,0,121665,354000,2083000,315000,2073000,2388000,2437000,2.0062072,.075934887,.00084035966,.0057661072,-.015186963
01aug1988,5.5999999,1.9578351,-.0080338717,.19999981,122125,316000,2099000,312000,2070000,2382000,2415000,1.9849586,-.021248579,.000064543092,.0004515021,0
01sep1988,5.4000001,1.9750255,.017190456,-.19999981,121960,301000,2053000,306000,2106000,2412000,2354000,1.9275333,-.05742538,.0002955118,.0032976742,-.011485065
01oct1988,5.4000001,1.875205,-.099820495,0,122206,286000,2011000,293000,1994000,2287000,2297000,1.8834044,-.044128895,.0099641308,.0019473594,.0088257706
01nov1988,5.3000002,1.8779765,.0027714968,-.099999905,122637,294000,1981000,284000,2011000,2295000,2275000,1.8616108,-.021793604,7.6811948e-06,.00047496118,0
01dec1988,5.3000002,1.9137781,.03580153,0,122622,286000,2061000,293000,2054000,2347000,2347000,1.9137781,.052167296,.0012817496,.0027214268,-.0052167247
01jan1989,5.4000001,1.9180897,.0043116808,.099999905,123390,282000,2048000,283000,2069000,2352000,2330000,1.9001484,-.013629675,.000018590592,.00018576803,0
01feb1989,5.1999998,1.9580193,.039929509,-.20000029,123135,300000,2167000,305000,2111000,2416000,2467000,1.9993516,.099203229,.0015943657,.009841281,.009920313
01mar1989,5,1.9710075,.01298821,-.19999981,123227,319000,2145000,319000,2108000,2427000,2464000,2.0010557,.0017040968,.00016869359,2.9039459e-06,-.00034081985
01apr1989,5.1999998,1.9468136,-.024193883,.19999981,123565,304000,2104000,307000,2092000,2399000,2408000,1.9541172,-.046938539,.00058534398,.0022032263,.009387699
01may1989,5.1999998,2.0038037,.056990147,0,123474,321000,2085000,332000,2144000,2476000,2406000,1.9471533,-.0069638491,.0032478769,.000048495192,-.0013927685
01jun1989,5.3000002,1.9842234,-.019580364,.10000038,123995,338000,2151000,337000,2113000,2450000,2489000,2.0158091,.068655729,.00038339067,.0047136093,0
01jul1989,5.1999998,2.0694382,.085214853,-.10000038,123967,332000,2159000,349000,2217000,2566000,2491000,2.0089519,-.0068571568,.007261571,.0000470206,-.00068571832
01aug1989,5.1999998,2.0610323,-.0084059238,0,124166,327000,2195000,341000,2214000,2555000,2522000,2.0344124,.025460482,.000070659553,.00064823614,-.0025460578
01sep1989,5.3000002,2.0158498,-.045182467,.10000038,123944,334000,2249000,334000,2169000,2503000,2583000,2.0802796,.045867205,.0020414554,.0021038004,0
01oct1989,5.3000002,2.1283805,.11253071,0,124211,347000,2295000,345000,2293000,2638000,2642000,2.1316078,.051328182,.01266316,.0026345823,.0051328377
01nov1989,5.4000001,2.1133394,-.015041113,.099999905,124637,342000,2300000,336000,2289000,2625000,2642000,2.1270258,-.0045819283,.00022623508,.000020994066,0
01dec1989,5.4000001,2.1261744,.012835026,0,124497,381000,2292000,355000,2295000,2650000,2673000,2.144628,.017602205,.00016473788,.00030983763,.0017602189
01jan1990,5.4000001,2.1831851,.057010651,0,125833,375000,2407000,369000,2349000,2718000,2782000,2.234592,.089963913,.0032502143,.0080935061,0
01feb1990,5.3000002,2.1695421,-.013643026,-.099999905,125710,350000,2347000,348000,2382000,2730000,2697000,2.143317,-.091274977,.00018613217,.0083311209,0
01mar1990,5.1999998,2.1740513,.0045092106,-.10000038,125801,331000,2344000,349000,2384000,2733000,2675000,2.1279135,-.015403509,.00002033298,.00023726809,.0015403494
01apr1990,5.4000001,2.1995056,.025454283,.20000029,125649,360000,2385000,357000,2410000,2767000,2745000,2.1820176,.05410409,.00064792053,.0029272526,-.0054104296
01may1990,5.4000001,2.1719234,-.027582169,0,125893,353000,2381000,355000,2374000,2729000,2734000,2.1759026,-.0061149597,.00076077605,.000037392732,-.0012229937
01jun1990,5.1999998,2.1931322,.021208763,-.20000029,125573,362000,2431000,359000,2402000,2761000,2793000,2.2185507,.042648077,.00044981163,.0018188584,0
01jul1990,5.5,2.2815413,.088409185,.30000019,125732,370000,2441000,367000,2498000,2865000,2811000,2.2385385,.019987822,.0078161843,.00039951302,-.0039975699
01aug1990,5.6999998,2.3303535,.048812151,.19999981,125990,394000,2540000,393000,2537000,2930000,2934000,2.3335347,.094996214,.0023826261,.0090242811,.028498882
01sep1990,5.9000001,2.3700294,.039675951,.20000029,125892,389000,2578000,395000,2591000,2986000,2967000,2.3549488,.021414042,.0015741811,.00045856118,.0042828042
01oct1990,5.9000001,2.5220029,.15197349,0,125995,435000,2722000,422000,2753000,3175000,3157000,2.507705,.15275621,.023095941,.02333446,.030551286
01nov1990,6.1999998,2.7326481,.2106452,.29999971,126070,462000,2955000,447000,2996000,3443000,3417000,2.7120123,.20430732,.0443714,.041741479,0
01dec1990,6.3000002,2.721504,-.011144161,.10000038,126142,474000,3001000,447000,2984000,3431000,3475000,2.7564051,.044392824,.00012419233,.0019707228,.013317835
01jan1991,6.4000001,2.8127031,.09119916,.099999905,125955,445000,3017000,437000,3111000,3548000,3462000,2.7445259,-.011879206,.0083172871,.00014111552,-.0011879251
01feb1991,6.5999999,2.9907506,.17804742,.19999981,126020,499000,3304000,474000,3293000,3767000,3803000,3.0193324,.2748065,.031700883,.075518616,.027480625
01mar1991,6.8000002,3.131249,.1404984,.20000029,126238,509000,3404000,498000,3448000,3946000,3913000,3.1050627,.085730314,.019739801,.0073496867,.017146047
01apr1991,6.6999998,3.121881,-.0093679428,-.10000038,126548,478000,3502000,477000,3464000,3941000,3980000,3.1527748,.047712088,.000087758352,.0022764434,.0095424308
01may1991,6.9000001,3.0873661,-.034514904,.20000029,126176,443000,3472000,448000,3459000,3907000,3915000,3.0936878,-.059087038,.0011912786,.003491278,.0059087262
01jun1991,6.9000001,3.0568411,-.030524969,0,126331,423000,3389000,429000,3428000,3857000,3812000,3.0211768,-.072510958,.00093177374,.0052578389,-.014502212
01jul1991,6.8000002,2.9090247,-.14781642,-.099999905,126154,408000,3276000,420000,3255000,3675000,3684000,2.9161489,-.10502791,.021849694,.011030863,0
01aug1991,6.9000001,2.9448135,.035788774,.099999905,126150,425000,3277000,433000,3282000,3715000,3702000,2.9345086,.018359661,.0012808364,.00033707716,-.0018359644
01sep1991,6.9000001,2.9274673,-.017346144,0,126650,419000,3294000,418000,3275000,3693000,3713000,2.9433215,.0088129044,.0003008887,.000077667282,.0008812896
01oct1991,7,2.891433,-.036034346,.099999905,126642,419000,3320000,425000,3237000,3662000,3739000,2.9522305,.008908987,.001298474,.000079370053,0
01nov1991,7,2.9642615,.072828531,0,126701,444000,3226000,439000,3315000,3754000,3670000,2.8979328,-.054297686,.0053039948,.0029482387,-.0054297633
01dec1991,7.3000002,3.0623279,.09806633,.30000019,126664,436000,3264000,475000,3405000,3880000,3700000,2.9202611,.022328377,.0096170055,.00049855642,0
01jan1992,7.3000002,2.9526937,-.10963416,0,127261,441000,3364000,443000,3297000,3740000,3805000,3.0040107,.083749533,.012019649,.007013984,.025124876
01feb1992,7.4000001,2.9121256,-.040568113,.099999905,127207,436000,3412000,446000,3260000,3706000,3848000,3.0237072,.019696474,.0016457718,.00038795109,0
01mar1992,7.4000001,2.922009,.0098834038,0,127604,440000,3344000,437000,3280000,3717000,3784000,2.974679,-.049028158,.000097681674,.0024037603,-.0049028113
01apr1992,7.4000001,2.9489672,.026958227,0,127841,424000,3365000,424000,3339000,3763000,3789000,2.9693427,-.0053362846,.00072674599,.000028475934,0
01may1992,7.5999999,2.9020424,-.046924829,.19999981,128119,414000,3285000,414000,3296000,3710000,3699000,2.8934379,-.075904846,.0022019397,.0057615456,0
01jun1992,7.8000002,2.8801348,-.021907568,.20000029,128459,419000,3284000,420000,3270000,3690000,3703000,2.8902817,-.0031561852,.00047994155,9.9615045e-06,-.00063123641
01jul1992,7.6999998,2.8258042,-.054330587,-.10000038,128563,564000,3318000,392000,3238000,3630000,3882000,3.021976,.13169432,.0029518127,.017343393,.026338901
01aug1992,7.5999999,2.8087397,-.017064571,-.099999905,128613,398000,3188000,401000,3210000,3611000,3586000,2.789294,-.23268199,.0002911996,.054140907,.023268288
01sep1992,7.5999999,2.8589644,.050224781,0,128501,427000,3195000,416000,3261000,3677000,3622000,2.8162005,.02690649,.0025225286,.00072395924,-.0026906466
01oct1992,7.3000002,2.6988118,-.16015267,-.29999971,128026,367000,3063000,385000,3083000,3468000,3430000,2.66924,-.1469605,.025648879,.021597387,0
01nov1992,7.4000001,2.6080639,-.090747833,.099999905,128441,357000,2906000,377000,2962000,3339000,3263000,2.548701,-.12053895,.0082351696,.014529639,.03616165
01dec1992,7.4000001,2.4649451,-.14311886,0,128554,334000,2770000,359000,2807000,3166000,3104000,2.4166739,-.13202715,.020483008,.017431168,-.013202703
01jan1993,7.3000002,2.4122159,-.05272913,-.099999905,128400,341000,2727000,352000,2749000,3101000,3068000,2.3865457,-.030128241,.0027803611,.00090771087,0
01feb1993,7.0999999,2.2967291,-.11548686,-.20000029,128458,351000,2646000,321000,2628000,2949000,2997000,2.3341122,-.052433491,.013337214,.002749271,.0052433442
01mar1993,7,2.307369,.010639906,-.099999905,128598,338000,2724000,346000,2618000,2964000,3062000,2.3836584,.049546242,.0001132076,.0024548301,-.0099092629
01apr1993,7.0999999,2.4502714,.14290237,.099999905,128584,350000,2792000,351000,2800000,3151000,3142000,2.4432728,.05961442,.020421088,.003553879,-.0059614363
01may1993,7.0999999,2.4240963,-.026175022,0,129264,342000,2816000,345000,2772000,3117000,3158000,2.455982,.012709141,.00068513176,.00016152226,.0012709128
01jun1993,7,2.4593081,.035211802,-.099999905,129411,345000,2857000,343000,2836000,3179000,3202000,2.4771011,.021119118,.001239871,.00044601713,0
01jul1993,6.9000001,2.3962414,-.063066721,-.099999905,129397,415000,2803000,335000,2766000,3101000,3218000,2.4866509,.0095498562,.0039774114,.000091199756,-.00095498469
01aug1993,6.8000002,2.4189124,.022670984,-.099999905,129619,342000,2821000,339000,2791000,3130000,3163000,2.4444153,-.042235613,.00051397353,.001783847,.0042235572
01sep1993,6.6999998,2.4703169,.051404476,-.10000038,129268,343000,2836000,346000,2856000,3202000,3179000,2.4525726,.0081572533,.0026424201,.000066540779,-.00081572455
01oct1993,6.8000002,2.4692886,-.0010282993,.10000038,129573,354000,2882000,359000,2833000,3192000,3236000,2.5033264,.050753832,1.0573995e-06,.0025759514,-.0050754026
01nov1993,6.5999999,2.4125397,-.056748867,-.20000029,129711,336000,2801000,341000,2785000,3126000,3137000,2.4210291,-.082297325,.0032204338,.0067728497,-.0082297642
01dec1993,6.5,2.3984087,-.014131069,-.099999905,129941,290000,2720000,331000,2780000,3111000,3010000,2.3205433,-.1004858,.00019968711,.010097397,.020097189
01jan1994,6.5999999,2.3002748,-.098133802,.099999905,130596,351000,2814000,355000,2634000,2989000,3165000,2.4357209,.11517763,.0096302433,.013265886,-.011517752
01feb1994,6.5999999,2.4617906,.16151571,0,130669,352000,2748000,354000,2861000,3215000,3100000,2.3737328,-.061988115,.026087325,.0038425263,-.0061988058
01mar1994,6.5,2.3907735,-.071017027,-.099999905,130400,332000,2746000,341000,2783000,3124000,3078000,2.3555701,-.018162727,.0050434181,.00032988467,0
01apr1994,6.4000001,2.3542945,-.036478996,-.099999905,130621,331000,2695000,354000,2716000,3070000,3026000,2.3205521,-.035017967,.0013307171,.001226258,.0035017934
01may1994,6.0999999,2.4130883,.058793783,-.30000019,130779,357000,2766000,360000,2792000,3152000,3123000,2.3908865,.070334435,.003456709,.0049469327,-.0070334366
01jun1994,6.0999999,2.3199444,-.09314394,0,130561,341000,2687000,336000,2698000,3034000,3028000,2.3153565,-.075530052,.0086757932,.005704789,.02265903
01jul1994,6.0999999,2.3276477,.0077033043,0,130652,345000,2650000,359000,2680000,3039000,2995000,2.293947,-.021409512,.000059340899,.0004583672,0
01aug1994,6,2.2762759,-.051371813,-.099999905,131275,331000,2659000,335000,2639000,2974000,2990000,2.2885222,-.0054247379,.0026390632,.000029427782,0
01sep1994,5.9000001,2.2578557,-.018420219,-.099999905,131421,325000,2601000,326000,2638000,2964000,2926000,2.2289088,-.059613466,.00033930448,.0035537654,.0059613409
01oct1994,5.8000002,2.2484992,-.0093564987,-.099999905,131744,330000,2556000,335000,2620000,2955000,2886000,2.195996,-.032912731,.000087544067,.0010832478,.00329127
01nov1994,5.5999999,2.1685996,-.079899549,-.20000029,131891,326000,2533000,329000,2528000,2857000,2859000,2.1701179,-.025878191,.0063839378,.00066968077,.0025878167
01dec1994,5.5,2.1889288,.020329237,-.099999905,131951,314000,2567000,330000,2557000,2887000,2881000,2.1843796,.014261723,.00041327788,.00020339673,-.0028523486
01jan1995,5.5999999,2.2023327,.013403893,.099999905,132038,325000,2473000,347000,2559000,2906000,2798000,2.1204841,-.063895464,.00017966433,.0040826304,.0063895402
01feb1995,5.4000001,2.1842196,-.018113136,-.19999981,132115,336000,2533000,343000,2541000,2884000,2869000,2.1728594,.052375317,.00032808571,.0027431739,.0052375267
01mar1995,5.4000001,2.1617529,-.02246666,0,132108,332000,2530000,343000,2513000,2856000,2862000,2.1662946,-.0065648556,.00050475082,.00004309733,.0013129698
01apr1995,5.8000002,2.1648953,.0031423569,.4000001,132590,349000,2569000,355000,2505000,2860000,2918000,2.2087989,.042504311,9.8744067e-06,.0018066164,0
01may1995,5.5999999,2.2120824,.04718709,-.20000029,131851,377000,2616000,366000,2567000,2933000,2993000,2.2573347,.048535824,.0022266214,.0023557262,.019414334
01jun1995,5.5999999,2.2608855,.048803091,0,131949,358000,2602000,378000,2603000,2981000,2960000,2.2449584,-.012376308,.0023817418,.00015317301,.0024752652
01jul1995,5.6999998,2.3236251,.062739611,.099999905,132343,390000,2605000,389000,2677000,3066000,2995000,2.2698164,.024857998,.0039362586,.00061792007,0
01aug1995,5.6999998,2.2403905,-.083234549,0,132336,362000,2615000,353000,2612000,2965000,2977000,2.2494578,-.020358562,.0069279899,.00041447105,-.0020358544
01sep1995,5.5999999,2.2866037,.04621315,-.099999905,132611,353000,2626000,376000,2650000,3026000,2979000,2.2510881,.0016303062,.0021356551,2.6578984e-06,0
01oct1995,5.5,2.3052387,.018635035,-.099999905,132716,366000,2640000,369000,2688000,3057000,3006000,2.2667804,.015692234,.00034726452,.0002462462,-.001569222
01nov1995,5.5999999,2.2845776,-.020661116,.099999905,132614,379000,2712000,379000,2653000,3032000,3091000,2.3290334,.062252998,.00042688171,.0038754358,-.006225294
01dec1995,5.5999999,2.2652209,-.019356728,0,132511,374000,2622000,373000,2631000,3004000,2996000,2.2591884,-.069844961,.00037468292,.0048783184,-.0069844895
01jan1996,5.5999999,2.2903759,.025155067,0,132616,415000,2707000,333000,2702000,3035000,3122000,2.3560307,.096842289,.0006327774,.0093784286,0
01feb1996,5.5,2.3202329,.02985692,-.099999905,132952,365000,2655000,383000,2694000,3077000,3020000,2.2772517,-.078778982,.00089143566,.0062061278,0
01mar1996,5.5,2.3023348,-.017898083,0,133180,426000,2738000,384000,2677000,3061000,3164000,2.3798063,.10255456,.00032034138,.010517438,-.010255446
01apr1996,5.5999999,2.2631025,-.039232254,.099999905,133409,368000,2620000,357000,2657000,3014000,2988000,2.2435801,-.13622618,.0015391698,.018557571,0
01may1996,5.5999999,2.195504,-.067598581,0,133667,343000,2590000,345000,2584000,2929000,2933000,2.1985023,-.045077801,.0045695682,.002032008,-.0045077759
01jun1996,5.3000002,2.171067,-.024436951,-.29999971,133697,341000,2550000,342000,2560000,2902000,2891000,2.1628375,-.035664797,.00059716456,.0012719778,0
01jul1996,5.5,2.1257021,-.045364857,.19999981,134284,332000,2492000,347000,2495000,2842000,2824000,2.1122389,-.050598621,.0020579703,.0025602204,.015179572
01aug1996,5.0999999,2.1082184,-.017483711,-.4000001,134054,337000,2493000,336000,2495000,2831000,2830000,2.1074736,-.0047652721,.00030568015,.000022707818,-.00095305353
01sep1996,5.1999998,2.1066136,-.0016047955,.099999905,134515,352000,2484000,338000,2486000,2824000,2836000,2.1155653,.0080916882,2.5753684e-06,.000065475419,-.0032366761
01oct1996,5.1999998,2.0488422,-.057771444,0,134921,335000,2449000,334000,2422000,2756000,2784000,2.0696576,-.045907736,.0033375397,.0021075201,-.0045907693
01nov1996,5.4000001,2.0367475,-.012094736,.20000029,135007,347000,2350000,342000,2406000,2748000,2697000,1.9989475,-.070710063,.00014628265,.0049999128,0
01dec1996,5.4000001,2.0858178,.049070358,0,135113,350000,2506000,352000,2464000,2816000,2856000,2.1154459,.11649835,.0024079001,.013571866,.023299703
01jan1997,5.3000002,2.0567968,-.029021025,-.099999905,135456,340000,2492000,345000,2434000,2779000,2832000,2.0960233,-.019422531,.00084221986,.00037723471,0
01feb1997,5.1999998,2.0080321,-.048764706,-.10000038,135400,322000,2414000,313000,2407000,2720000,2736000,2.0198441,-.076179266,.0023779965,.0058032805,.0076179192
01mar1997,5.1999998,1.9667652,-.041266918,0,135891,315000,2322000,319000,2344000,2663000,2637000,1.9475628,-.072281241,.0017029585,.0052245781,.0072281519
01apr1997,5.0999999,1.9405259,-.026239276,-.099999905,136016,316000,2304000,330000,2307000,2637000,2620000,1.9280158,-.019546986,.0006884996,.00038208466,0
01may1997,4.9000001,1.9100693,-.030456543,-.19999981,136119,316000,2274000,322000,2276000,2598000,2590000,1.9041878,-.02382803,.00092760101,.00056777499,.0023828007
01jun1997,5,1.9100934,.000024080276,.099999905,136211,316000,2303000,335000,2265000,2600000,2619000,1.9240518,.019863963,5.7985972e-10,.00039457704,-.0039727888
01jul1997,4.9000001,1.9014617,-.0086317062,-.099999905,136477,301000,2268000,328000,2262000,2590000,2569000,1.8860445,-.038007259,.000074506352,.0014445517,-.0038007223
01aug1997,4.8000002,1.9292628,.027801037,-.099999905,136618,327000,2283000,343000,2290000,2633000,2610000,1.9124101,.026365638,.00077289768,.00069514685,-.0026365612
01sep1997,4.9000001,1.8401675,-.089095235,.099999905,136675,317000,2241000,314000,2200000,2514000,2558000,1.8723741,-.040036082,.0079379613,.0016028879,.0040036044
01oct1997,4.6999998,1.8291568,-.011010766,-.20000029,136633,306000,2228000,318000,2182000,2500000,2534000,1.8540332,-.018340826,.00012123697,.00033638591,-.0018340809
01nov1997,4.5999999,1.8546032,.025446415,-.099999905,136961,309000,2216000,325000,2209000,2534000,2525000,1.8480163,-.0060169697,.00064752001,.000036203925,.0012033957
01dec1997,4.6999998,1.8647645,.010161281,.099999905,137155,310000,2189000,323000,2231000,2554000,2499000,1.824607,-.023409247,.00010325162,.00054799288,.0023409226
01jan1998,4.5999999,1.8825417,.017777205,-.099999905,137095,307000,2275000,341000,2241000,2582000,2582000,1.8825417,.057934642,.00031602901,.0033564228,.0057934588
01feb1998,4.5999999,1.8585652,-.023976445,0,137112,327000,2208000,321000,2227000,2548000,2535000,1.8490827,-.033458948,.00057486992,.0011195012,.0033458916
01mar1998,4.6999998,1.8641695,.0056042671,.099999905,137236,321000,2227000,319000,2237000,2556000,2548000,1.8583348,.0092520714,.00003140781,.000085600826,0
01apr1998,4.3000002,1.8413535,-.022815943,-.39999962,137150,311000,2152000,317000,2210000,2527000,2463000,1.7947186,-.063616157,.00052056724,.0040470152,-.0063616098
01may1998,4.4000001,1.7739701,-.067383409,.099999905,137372,309000,2134000,315000,2118000,2433000,2443000,1.7812614,-.013457179,.004540524,.00018109567,.0053828666
01jun1998,4.5,1.8053169,.031346798,.099999905,137455,349000,2188000,321000,2159000,2480000,2537000,1.8468101,.065548658,.00098262168,.0042966264,.0065548597
01jul1998,4.5,1.9308137,.12549675,0,137588,335000,2383000,315000,2339000,2654000,2718000,1.9773744,.13056433,.015749432,.017047044,.013056421
01aug1998,4.5,1.8301015,-.10071218,0,137570,302000,2202000,308000,2210000,2518000,2504000,1.8199261,-.15744829,.010142943,.024789965,0
01sep1998,4.5999999,1.8128953,-.017206192,.099999905,138286,305000,2114000,304000,2190000,2494000,2419000,1.7583776,-.061548591,.00029605304,.0037882291,0
01oct1998,4.5,1.7977235,-.015171766,-.099999905,138279,309000,2169000,318000,2168000,2486000,2478000,1.7919384,.033560872,.00023018249,.0011263321,.003356084
01nov1998,4.4000001,1.815894,.018170476,-.099999905,138381,304000,2207000,334000,2177000,2511000,2511000,1.815894,.023955584,.00033016619,.00057386997,-.0023955561
01dec1998,4.4000001,1.8138329,-.0020611286,0,138634,297000,2171000,305000,2205000,2510000,2468000,1.7834818,-.032412171,4.2482511e-06,.0010505489,.003241214
01jan1999,4.3000002,1.9151146,.10128176,-.099999905,139003,311000,2269000,339000,2316000,2655000,2580000,1.8610153,.077533484,.010257996,.0060114409,0
01feb1999,4.4000001,1.8452839,-.069830775,.099999905,138967,302000,2237000,312000,2253000,2565000,2539000,1.8265793,-.034435987,.004876337,.0011858372,.0034435955
01mar1999,4.1999998,1.827772,-.017511845,-.20000029,138730,305000,2247000,308000,2232000,2540000,2552000,1.8364072,.0098278522,.0003066647,.000096586678,.00098278432
01apr1999,4.3000002,1.8337778,.006005764,.10000038,138959,291000,2193000,314000,2230000,2544000,2484000,1.7905284,-.045878768,.000036069203,.0021048614,.0091757663
01may1999,4.1999998,1.8228399,-.010937929,-.10000038,139107,298000,2223000,301000,2232000,2533000,2521000,1.8142042,.023675799,.00011963829,.0005605435,.0023675889
01jun1999,4.3000002,1.8007721,-.022067785,.10000038,139329,292000,2183000,290000,2215000,2505000,2475000,1.7792059,-.034998298,.00048698715,.0012248808,.0034998432
01jul1999,4.3000002,1.8194345,.018662453,0,139439,306000,2203000,309000,2226000,2535000,2509000,1.8007737,.021567822,.00034828714,.00046517092,.0021567903
01aug1999,4.1999998,1.7699496,-.049484968,-.10000038,139430,286000,2185000,292000,2176000,2468000,2471000,1.772101,-.028672695,.0024487621,.00082212343,0
01sep1999,4.1999998,1.7578714,-.012078166,0,139622,306000,2158000,281000,2170000,2451000,2464000,1.767195,-.0049060583,.00014588209,.000024069408,.00049060769
01oct1999,4.0999999,1.7110484,-.046823025,-.099999905,139771,280000,2086000,287000,2102000,2389000,2366000,1.6945753,-.072619677,.0021923957,.0052736173,0
01nov1999,4.0999999,1.6569961,-.054052234,0,140025,276000,2111000,281000,2035000,2316000,2387000,1.7077935,.013218164,.0029216439,.00017471987,-.0013218152
